"company","activities","poultry_processing","meat_processing"
"Monogram Meat Snacks, LLC","Animal Foods Inspection, Certification - Export, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing",True,True
"Southeastern Meats, Inc.","Meat Processing, Poultry Processing",True,True
"Knott's Wholesale Foods","Meat Processing, Poultry Processing",True,True
"Monogram Snacks","Meat Processing, Poultry Processing",True,True
"Columbia Meats. Inc.","Meat Processing, Poultry Processing",True,True
"NEW B & M Meats, Inc.","Meat Processing, Poultry Processing",True,True
"Piedmont Custom Meats, Inc.","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Piedmont Custom Meats, Inc.","Identification - Meat, Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Nestle Prepared Foods Company","Meat Processing, Poultry Processing",True,True
"Empire Packing Company LP","Meat Processing, Poultry Processing",True,True
"Lewis Sausage Co., Inc.","Meat Processing, Poultry Processing",True,True
"Fishmarket Inc.","Meat Processing, Poultry Processing",True,True
"Piggie Park Enterprises, Inc.","Meat Processing, Poultry Processing",True,True
"Bloemer Food Sales Co.","Meat Processing, Poultry Processing",True,True
"Kelley Foods, A Division of Ben E. Keith","Meat Processing, Poultry Processing",True,True
"Miller Packing Co.","Meat Processing, Poultry Processing",True,True
"Roger Wood Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Smithfield Packaged Meats Corp.","Meat Processing, Poultry Processing",True,True
"Jim David Farm Fresh Meats","Meat Processing, Poultry Processing",True,True
"Mid-South Sales, LLC","Meat Processing, Poultry Processing",True,True
"Royal Sausage Company, Inc.","Meat Processing, Poultry Processing",True,True
"Gourmet Salads & Pickles","Meat Processing, Poultry Processing",True,True
"Boone's Abattoir, Inc.","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Kirby & Poe Slaughterhouse","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",True,True
"Magnolia Provision Company Inc.","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Four Star Meat Product Co., Inc.","Meat Processing, Poultry Processing",True,True
"Chunwei Inc.","Meat Processing, Poultry Processing",True,True
"Grand Peaks Prime Meats","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Wasatch Meats, Inc.","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Tarantino Wholesale Foods Distributor","Certification - Export, Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Steamboat Meat & Seafood Co.","Meat Processing, Poultry Processing",True,True
"Katadyn North America Foods, LLC.","Meat Processing, Poultry Processing",True,True
"Kettle Range Meat Co. LLC","Meat Processing, Poultry Processing",True,True
"Anderson Produce","Meat Processing, Poultry Processing",True,True
"US Foods, Inc. d/b/a Stock Yards Meat Packing Company","Meat Processing, Poultry Processing",True,True
"L.S. Reyes Products","Meat Processing, Poultry Processing",True,True
"Nitsche's Sausage Co., Inc.","Meat Processing, Poultry Processing",True,True
"Bar-S Foods Company","Certification - Export, Meat Processing, Poultry Processing",True,True
"Bar-S Foods Company","Meat Processing, Poultry Processing",True,True
"Affiliated Fresh Cuts, LLC","Meat Processing, Poultry Processing",True,True
"Cajun Original Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Gold Crown Food","Meat Processing, Poultry Processing",True,True
"Legacy Food Company Inc,","Meat Processing, Poultry Processing",True,True
"Richwood Meat Co.","Meat Processing, Poultry Processing",True,True
"Panizzera Meat Co. LLC","Meat Processing, Poultry Processing",True,True
"Pacific Seafood - Sacramento, LLC","Meat Processing, Poultry Processing",True,True
"Settlers Jerky Inc.","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Innovative Solutions, Inc","Meat Processing, Poultry Processing",True,True
"Baretta Provision Inc.","Meat Processing, Poultry Processing",True,True
"Lower Foods Inc.","Meat Processing, Poultry Processing",True,True
"J & R Meat Co","Meat Processing, Poultry Processing",True,True
"Curtis Packing Company","Meat Processing, Poultry Processing",True,True
"Halperns' Steak and Seafood","Meat Processing, Poultry Processing",True,True
"Prasek's Hillje Smokehouse Inc.","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Vanguard Culinary Group, Ltd.","Meat Processing, Poultry Processing",True,True
"Catalina Finer Food Corp.","Meat Processing, Poultry Processing",True,True
"Prasek's Hillje Smokehouse","Meat Processing, Poultry Processing, Voluntary Processing - Exotic, Voluntary Processing - Meat",True,True
"Farmers Produce","Meat Processing, Poultry Processing",True,True
"Reiter Provisions","Meat Processing, Poultry Processing",True,True
"D.W. Richards Sons Inc.","Meat Processing, Poultry Processing",True,True
"Imler's Poultry Inc.","Meat Processing, Poultry Processing",True,True
"Pasqualichio Bros. Inc.","Certification - Export, Meat Processing, Poultry Processing",True,True
"Stripling's General Store Inc.","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Mennella'a Poultry","Certification - Export, Meat Processing, Poultry Processing",True,True
"Jo Mar  Provisions Inc.","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"William MacMillian Co.","Meat Processing, Poultry Processing",True,True
"DAIRY MAID RAVIOLI MFG. CORP.","Meat Processing, Poultry Processing",True,True
"TOWER ISLE'S FROZEN FOODS, LTD","Meat Processing, Poultry Processing",True,True
"Hummel Brothers Inc.","Meat Processing, Poultry Processing",True,True
"City Beef Company Inc","Meat Processing, Poultry Processing",True,True
"Aldon Food Corporation","Meat Processing, Poultry Processing",True,True
"American Food Systems, Inc.","Meat Processing, Poultry Processing",True,True
"Berger Wholesale Meat Co.","Meat Processing, Poultry Processing",True,True
"J & G 2021","Meat Processing, Poultry Processing",True,True
"Brenneman's Meat Market Inc","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",True,True
"Leonetti's Food Distributors, Inc.","Food Inspection, Meat Processing, Poultry Processing",True,True
"Indian Ridge Provision","Meat Processing, Poultry Processing",True,True
"Patla Enterprises Inc.","Meat Processing, Poultry Processing",True,True
"Miller Foods, Inc","Meat Processing, Poultry Processing",True,True
"Century Frozen Foods, LLC","Meat Processing, Poultry Processing",True,True
"Weiss Brothers Inc.","Meat Processing, Poultry Processing",True,True
"Fisher's Meat Market Inc.","Meat Processing, Poultry Processing",True,True
"Troutman's Market","Meat Processing, Poultry Processing",True,True
"Chinese Spaghetti Factory","Meat Processing, Poultry Processing",True,True
"Eatem Corporation","Meat Processing, Poultry Processing",True,True
"PEN LLC","Meat Processing, Poultry Processing",True,True
"Juniata Packing Co. / CCK Inc.","Meat Processing, Poultry Processing",True,True
"Juniata Packing Co.  / CCK Inc.","Meat Processing, Poultry Processing",True,True
"Greenview Meats Inc.","Meat Processing, Poultry Processing",True,True
"Hazle Park Packing Co.","Meat Processing, Poultry Processing",True,True
"The Paco Packers","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Ragozzino Foods, Inc","Meat Processing, Poultry Processing",True,True
"Ragozzino Foods Inc.","Certification - Export, Meat Processing, Poultry Processing",True,True
"Pellegrino Food Products Co., Inc.","Certification - Export, Meat Processing, Poultry Processing",True,True
"Cargill Meat Solutions","Meat Processing, Poultry Processing",True,True
"Hanover Foods Corporation","Meat Processing, Poultry Processing",True,True
"Attilio Esposito Inc.","Meat Processing, Poultry Processing",True,True
"Wilmington Slaughter","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Processing - Rabbit, Voluntary Slaughter - Meat, Voluntary Slaughter - Poult",True,True
"Musselman's Meats LLC","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Benner's Butcher Shoppe, LLC","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Speciality Steak Service","Certification - Export, Meat Processing, Poultry Processing",True,True
"CTI Foods LLC","Meat Processing, Poultry Processing",True,True
"Dan's Country Meats","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Bonne Terre Meat Company","Meat Processing, Poultry Processing",True,True
"House Of Sausage","Meat Processing, Poultry Processing",True,True
"Simon Kohn Enterprises Inc.","Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Sinzenard International Food Manufacturers LLC","Meat Processing, Poultry Processing",True,True
"Jennings Premium Meats","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Wright City Meat Company, Inc.","Food Inspection, Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Cargill Meat Solutions","Meat Processing, Poultry Processing",True,True
"Cargill Meat Solutions","Meat Processing, Poultry Processing",True,True
"Cargill Meat Solutions","Certification - Export, Meat Processing, Poultry Processing",True,True
"Cargill Meat Solutions Corporation","Meat Processing, Poultry Processing",True,True
"Cargill Meat Solutions","Meat Processing, Poultry Processing",True,True
"Cargill Beef","Meat Processing, Poultry Processing",True,True
"Cargill Meat Solutions","Meat Processing, Poultry Processing",True,True
"Aunt Kitty's Foods Inc","Meat Processing, Poultry Processing",True,True
"John Graves Food Service, Inc.","Meat Processing, Poultry Processing",True,True
"Marquez Brothers Mex Imports Inc","Meat Processing, Poultry Processing",True,True
"Matador Foods, LLC","Meat Processing, Poultry Processing",True,True
"G&W Meat & Bavarian Style Sausage","Meat Processing, Poultry Processing",True,True
"International Dehydrated Foods, Inc.","Animal Foods Inspection, Certification - Export, Identification - Meat, Identification - Poultry, Meat Processing, Poultry Processing",True,True
"International Dehydrated Foods, LLC Innovation Center","Meat Processing, Poultry Processing",True,True
"Golden City Meats, L.L.C.","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Jack Stack World Class LLC","Meat Processing, Poultry Processing",True,True
"Lucia's Pizza Manufacturing","Meat Processing, Poultry Processing",True,True
"College of the Ozarks","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Manda Packing Company","Meat Processing, Poultry Processing",True,True
"Gourmet Republic","Meat Processing, Poultry Processing",True,True
"DeYulio Sausage Company LLC","Meat Processing, Poultry Processing",True,True
"HVFG, LLC","Certification - Export, Meat Processing, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat",True,True
"Napoli Meat & Sausage Company Co., Inc.","Meat Processing, Poultry Processing",True,True
"Theriaults Abattoir Inc","Meat Processing, Poultry Processing",True,True
"London Manhattan Corp.","Meat Processing, Poultry Processing",True,True
"Dimension Marketing and Sales, Inc.","Meat Processing, Poultry Processing",True,True
"Berks Packing Co., Inc.","Meat Processing, Poultry Processing",True,True
"National Packing FL Inc.","Meat Processing, Poultry Processing",True,True
"Jamaican Tastee Patties Inc.","Meat Processing, Poultry Processing",True,True
"VSC Holdings, LLC","Meat Processing, Poultry Processing",True,True
"ALFREDO AIELLO ITALIAN FOODS, INC.","Meat Processing, Poultry Processing",True,True
"H & G Diners","Meat Processing, Poultry Processing",True,True
"Wells, Jenkins & Wells","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Golden Platter Foods Inc.","Meat Processing, Poultry Processing",True,True
"Weis Market's Inc","Meat Processing, Poultry Processing",True,True
"WILLOW TREE POULTRY FARM, INC.","Meat Processing, Poultry Processing",True,True
"International Flavors & Fragrances Inc.","Meat Processing, Poultry Processing",True,True
"Warwick Poultry Co., Inc.","Meat Processing, Poultry Processing",True,True
"Better Baked Foods, LLC","Meat Processing, Poultry Processing",True,True
"Better Baked Foods of Erie, LLC","AMS RTE Canada EV Program, Food Inspection, Meat Processing, Poultry Processing",True,True
"Wilson Beef Farms LLC","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"C. W Brown Foods Inc","Meat Processing, Poultry Processing",True,True
"NAT KAGAN MEAT & POULTRY, INC.","Meat Processing, Poultry Processing",True,True
"Hanover Foods Corp.","Meat Processing, Poultry Processing",True,True
"John F. Martin & Sons LLC","Meat Processing, Poultry Processing",True,True
"John F. Martin & Sons Inc.","Meat Processing, Poultry Processing",True,True
"Borenstein Caterers Inc.","Meat Processing, Poultry Processing",True,True
"Haass' Family Butcher Shop, Inc.","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"George L. Wells Meat Company","Meat Processing, Poultry Processing",True,True
"The Hillshire Brands Company","Certification - Export, Meat Processing, Poultry Processing",True,True
"Graffiti Foods, LLC","Meat Processing, Poultry Processing",True,True
"McDonald's Meats, Inc.","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"St. Joseph Meat Market","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Northland Frozen Pizza, Inc.","Meat Processing, Poultry Processing",True,True
"Nueske Applewood Smoked Meats","Meat Processing, Poultry Processing",True,True
"Swift Pork Company","Meat Processing, Poultry Processing",True,True
"Hansen Foods of Wisconsin  LLC","Meat Processing, Poultry Processing",True,True
"Randy's Foods, LLC","Meat Processing, Poultry Processing",True,True
"Carlson Meat Shop","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",True,True
"Quality Meats and Culinary Specialties","Meat Processing, Poultry Processing, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Slaughter - Exotic, Voluntary Slaughter - Meat",True,True
"Brooksville Meat Fabrication Center, Inc.","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Dombrovski Meats Co. Inc.","Meat Processing, Poultry Processing, Voluntary Processing - Exotic, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Processing - Rabbit",True,True
"New Geneva Meats & Processing Inc.","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Sysco Western Minnesota, Inc.","Meat Processing, Poultry Processing",True,True
"Provimi Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Provimi Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Amylu Foods, LLC","Identification - Meat, Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Fraboni Sausage","Meat Processing, Poultry Processing",True,True
"Rochester Meat Company","Meat Processing, Poultry Processing",True,True
"The Hillshire Brands Company","Meat Processing, Poultry Processing",True,True
"California State University, Chico","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Value Meats","Meat Processing, Poultry Processing",True,True
"Badalamente Sausage Co.","Meat Processing, Poultry Processing",True,True
"IQRA Meat Packaging, LLC","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat, Voluntary Slaughter - Rabbit",True,True
"Galant Food Company","Meat Processing, Poultry Processing",True,True
"Nestle Prepared Foods Company","Meat Processing, Poultry Processing",True,True
"Reeds Gourmet Meat Co.","Meat Processing, Poultry Processing",True,True
"NEW YORK STYLE SAUSAGE CO.","Meat Processing, Poultry Processing",True,True
"Wei-Chuan USA, Inc.","Meat Processing, Poultry Processing",True,True
"Dietz & Watson, Inc.","Certification - Export, Meat Processing, Poultry Processing",True,True
"Sturgis Meats LLC","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Kershenstine's Beef Jerky, Inc.","Meat Processing, Poultry Processing",True,True
"Starnes Wholesale LLC","Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Walker Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Nashville Restaurant Supply","Meat Processing, Poultry Processing",True,True
"Kraft Heinz Foods Company","Meat Processing, Poultry Processing, Poultry Slaughter",True,True
"Chirpy's Barbecue","Meat Processing, Poultry Processing",True,True
"Prime Food Inc.","Meat Processing, Poultry Processing",True,True
"Mello's North End Manufacturers","Meat Processing, Poultry Processing",True,True
"Conagra Brands","Meat Processing, Poultry Processing",True,True
"House Of Raeford Farms","Meat Processing, Poultry Processing",True,True
"Koch Foods of Mississippi","Meat Processing, Poultry Processing",True,True
"Flanders Provision","Meat Processing, Poultry Processing",True,True
"R. L. Zeigler Co. Inc.","Meat Processing, Poultry Processing",True,True
"Gold Creek Foods LLC","Meat Processing, Poultry Processing",True,True
"Henry Grasso Co., Inc.","Meat Processing, Poultry Processing",True,True
"Uncle John's Pride, LLC","Meat Processing, Poultry Processing",True,True
"Sunset Farm Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Walker Meats, Inc.","Meat Processing, Poultry Processing",True,True
"SCR International Corp.","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Fresh Mark Canton","Meat Processing, Poultry Processing",True,True
"Chalet Market Inc.","Meat Processing, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry",True,True
"Columbia Empire Meat Co., Inc.","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"T & T Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Childers Meat Company","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Dayton Natural Meats, LLC","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",True,True
"Reed and Hertig Packing Co","Meat Processing, Poultry Processing, Voluntary Processing - Poultry",True,True
"Boyd's Wholesale Meats","Meat Processing, Poultry Processing",True,True
"Crystal Creek Meats","Certification - Export, Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Meat",True,True
"Cargill Meat Solutions Corporation","Meat Processing, Poultry Processing",True,True
"Family Loompya Corporation","Certification - Export, Meat Processing, Poultry Processing",True,True
"Marks Meat Inc.","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"BrucePac","Certification - Export, Meat Processing, Poultry Processing",True,True
"Jacobellis Meat & Sausage","Meat Processing, Poultry Processing",True,True
"Gaylord's Meats Co.","Meat Processing, Poultry Processing",True,True
"Tillamook Country Smoker, LLC","Meat Processing, Poultry Processing",True,True
"Tillamook Country Smoker, LLC","Meat Processing, Poultry Processing",True,True
"Tillamook Country Smoker","Meat Processing, Poultry Processing",True,True
"Jake's Wholesale Meats","Meat Processing, Poultry Processing, Voluntary Processing - Meat",True,True
"Ray's Wholesale Meats, Inc.","Meat Processing, Poultry Processing",True,True
"Better Meat Inc.","Meat Processing, Poultry Processing",True,True
"Claus Meats, Inc.","Meat Processing, Poultry Processing",True,True
"ZYK Enterprises, Inc.","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",True,True
"Los Hernandez Tamales LLC","Meat Processing, Poultry Processing",True,True
"Korte & Company Inc","Meat Processing, Poultry Processing",True,True
"McDonald Meats Inc.","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Smith Provision Company, Inc","Meat Processing, Poultry Processing",True,True
"K. Heeps Inc","Meat Processing, Poultry Processing",True,True
"K. Heeps Inc","Certification - Export, Meat Processing, Poultry Processing",True,True
"Bierly's Meat Market","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Green Valley Packing Co Inc","Meat Processing, Poultry Processing",True,True
"FED-RICK VEAL CO.","Meat Processing, Poultry Processing",True,True
"Tj's Pizza Company","Meat Processing, Poultry Processing",True,True
"Arlindo Catering Inc.","Meat Processing, Poultry Processing",True,True
"Cargill Meat Solutions","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Cunningham Meats LLC","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Kunzler & Co., Inc.","Meat Processing, Poultry Processing",True,True
"East Conway Beef & Pork Processing","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter",True,True
"European American Sausage Corp.","Meat Processing, Poultry Processing",True,True
"Groff Meats Inc.","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Rendulic Packing Company","Certification - Export, Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Silver Star Meats, Inc.","Meat Processing, Poultry Processing",True,True
"TASE-RITE CO. INC.","Meat Processing, Poultry Processing",True,True
"Texas Best Protein","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Rocca's Italian Foods","Meat Processing, Poultry Processing",True,True
"B & M Provisions Co.","Meat Processing, Poultry Processing",True,True
"B&P Quality Meats","Meat Processing, Poultry Processing",True,True
"Elk Provision Co., Inc.","Meat Processing, Poultry Processing",True,True
"A. Altieri & Sons","Meat Processing, Poultry Processing",True,True
"Leidys, Inc.","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Graziano Gourmet Foods","Meat Processing, Poultry Processing",True,True
"Ken Weaver Meats, Inc.","Meat Processing, Poultry Processing",True,True
"Buona Vita Inc.","Meat Processing, Poultry Processing",True,True
"Lemay and Sons Beef, LLC","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Wayne Nell & Sons Meats Inc.","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"A.S.K. Foods Inc.","Meat Processing, Poultry Processing",True,True
"Godshall's Quality Meats Inc.","Meat Processing, Poultry Processing",True,True
"Liberal Beef Company","Meat Processing, Poultry Processing",True,True
"Dietz and Watson Inc.","Meat Processing, Poultry Processing",True,True
"Original Philly Holdings, Inc.","Meat Processing, Poultry Processing",True,True
"Exceptional Foods Inc","Meat Processing, Poultry Processing",True,True
"Peninsula Foodservice","Certification - Export, Meat Processing, Poultry Processing",True,True
"Astra Foods Inc.","Meat Processing, Poultry Processing",True,True
"Astra Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Shields Meats & Produce, Inc.","Meat Processing, Poultry Processing",True,True
"WEDCO, Inc.","Meat Processing, Poultry Processing, Poultry Slaughter",True,True
"Stoney Point Butchery, Inc.","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"University of Arizona Food Products & Safety Lab","Identification - Meat, Identification - Poultry, Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat, Voluntary Slaughter -",True,True
"E. W. Mailhot Sausage Co.","Meat Processing, Poultry Processing",True,True
"Panhandle Food Sales Inc.","Meat Processing, Poultry Processing",True,True
"Clair D Thompson & Son's Inc","Meat Processing, Poultry Processing",True,True
"Keck's Food Service","Meat Processing, Poultry Processing",True,True
"Lee Bixler's Country Meats","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Ricci's Italian Sausage, Inc.","Meat Processing, Poultry Processing",True,True
"Thoma Meat Market","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Herring Brothers Meats Inc.","Meat Processing, Poultry Processing",True,True
"Mr. Pastie","Meat Processing, Poultry Processing",True,True
"F1 Foods Inc.","Meat Processing, Poultry Processing",True,True
"T.A.I.F., Inc","Meat Processing, Poultry Processing",True,True
"Gutheinz Inc","Meat Processing, Poultry Processing",True,True
"Schiff's Food Service","Meat Processing, Poultry Processing",True,True
"Schiff's Restaurant Service, Inc.","Meat Processing, Poultry Processing",True,True
"Leona Meat Plant Inc","Meat Processing, Meat Slaughter, Poultry Processing, Poultry Slaughter, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"Denver Meats Company","Meat Processing, Poultry Processing",True,True
"Stoltzfus Meats Inc.","Meat Processing, Poultry Processing",True,True
"Locustdale Meat Packing Company","Meat Processing, Poultry Processing",True,True
"M. Buono Beef Co","Meat Processing, Poultry Processing",True,True
"Winter Gardens Quality Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Cabin Hollow Butcher Shop, Inc","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Slaughter - Meat",True,True
"J. L. Miller  & Sons Inc.","Meat Processing, Poultry Processing",True,True
"Laudermilch Meats Inc","Meat Processing, Poultry Processing",True,True
"Penn State Meat Lab","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"W. A. Bean & Sons, Inc.","Meat Processing, Poultry Processing",True,True
"Busseto Foods, Inc.","Meat Processing, Poultry Processing",True,True
"Camino Real Foods, Inc.","Meat Processing, Poultry Processing",True,True
"CSU - Fresno","Meat Processing, Meat Slaughter, Poultry Processing",True,True
"Hammons Meat Sales","Meat Processing, Poultry Processing",True,True
"Hawa Corp.","Meat Processing, Poultry Processing",True,True
"Lipari's Sausage Inc.","Meat Processing, Poultry Processing",True,True
"Miller's Quality Meats, LLC","Meat Processing, Poultry Processing",True,True
"Westside Distributors, LLC","Meat Processing, Poultry Processing",True,True
"Peking Food LLC","Meat Processing, Poultry Processing",True,True
"Palenque Provisions Corp","Meat Processing, Poultry Processing",True,True
"Connecticut Coffee and Commissary Inc","Meat Processing, Poultry Processing",True,True
"Excellent Meats LLC","Meat Processing, Poultry Processing",True,True
"Buitoni Food Company","Meat Processing, Poultry Processing",True,True
"DG Foods, LLC","Poultry Processing",True,NULL
"Tyson Foods Inc.","Meat Processing, Poultry Processing, Poultry Slaughter",True,True
"Smith Valley Meats","Meat Processing, Meat Slaughter, Poultry Processing, Voluntary Processing - Meat, Voluntary Processing - Poultry, Voluntary Slaughter - Meat, Voluntary Slaughter - Poultry",True,True
"Daniele International","Meat Processing, Poultry Processing",True,True
"Perdue Foods LLC","Poultry Processing",True,NULL
"Tyson Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"RCF, LLC","Identification - Poultry, Poultry Processing",True,NULL
"GEMSTONE FOODS","Poultry Processing",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Whitewater Processing Co.","Poultry Processing, Poultry Slaughter",True,NULL
"Wayne Farms LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Tyson Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Perdue Foods, LLC.","Poultry Processing, Poultry Slaughter",True,NULL
"George's Chicken, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"Fieldale Farms Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Koch Foods of Ashland, LLC","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Fieldale Farms Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"Holmes Foods Inc.","Certification - Export, Poultry Processing, Poultry Slaughter",True,NULL
"Farmers Pride Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Farmers Pride Inc.","Poultry Processing",True,NULL
"Farmers Pride Inc. dba: Bell & Evans","Poultry Processing, Poultry Slaughter",True,NULL
"Mar-Jac Poultry-AL","Poultry Processing, Poultry Slaughter",True,NULL
"House of Raeford Farms Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Tyson Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Wayne Farms LLC","Poultry Processing, Poultry Slaughter, Voluntary Processing - Poultry, Voluntary Slaughter - Poultry",True,NULL
"Perdue Foods, LLC","Poultry Processing, Poultry Slaughter",True,NULL
"George's Processing, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Pilgrim's Pride Corporation","Poultry Processing, Poultry Slaughter",True,NULL
"George's Processing, Inc.","Certification - Export, Poultry Processing",True,NULL
"Tyson Foods, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
"Theodore L. Gross Inc.","Poultry Processing",True,NULL
"Tyson Foods, Inc,","Poultry Processing, Poultry Slaughter",True,NULL
"Tip Top Poultry, Inc.","Poultry Processing, Poultry Slaughter",True,NULL
